sale_id,product_id,product_name,category,quantity,unit_price,line_total,store_id,store_name,date_time,cashier_id,customer_id,order_type,subtotal,discount,tax,total,payment_method,items_count,name,category_prod,price,store_name_store,city,state,country,open_since,name_cust,phone,email,loyalty_member,payment_id,method,amount,status,atendimento_id,store_id_at,staff_id,start_time,end_time,duration_seconds,satisfaction_rating,notes
S1008,P004,Batata Média,Sides,1,9.5,9.5,MCD003,McDonald's Campinas Centro,2025-11-25 19:40:00,EMP06,C004,Takeaway,47.3,0.0,3.31,50.61,Cash,4,Batata Média,Sides,9.5,McDonald's Campinas Centro,Campinas,SP,BR,2012-09-20,Ana Oliveira,+55 11 96666-0004,ana.oliveira@example.com,False,PMT2008,Cash,50.61,Paid,A3008,MCD003,EMP06,2025-11-25 19:37:00,2025-11-25 19:45:00,480,4,Pequeno atraso
S1008,P008,Happy Meal,Kids,1,19.9,19.9,MCD003,McDonald's Campinas Centro,2025-11-25 19:40:00,EMP06,C004,Takeaway,47.3,0.0,3.31,50.61,Cash,4,Happy Meal,Kids,19.9,McDonald's Campinas Centro,Campinas,SP,BR,2012-09-20,Ana Oliveira,+55 11 96666-0004,ana.oliveira@example.com,False,PMT2008,Cash,50.61,Paid,A3008,MCD003,EMP06,2025-11-25 19:37:00,2025-11-25 19:45:00,480,4,Pequeno atraso
S1009,P006,McFlurry Oreo,Dessert,1,10.5,10.5,MCD001,McDonald's Av. Paulista,2025-11-26 12:45:00,EMP04,C001,Takeaway,55.2,0.0,3.86,59.06,Mobile Wallet,4,McFlurry Oreo,Dessert,10.5,McDonald's Av. Paulista,São Paulo,SP,BR,2005-06-15,João Silva,+55 11 99999-0001,joao.silva@example.com,True,PMT2009,Mobile Wallet,59.06,Paid,A3009,MCD001,EMP04,2025-11-26 12:35:00,2025-11-26 13:00:00,1500,5,Entregue rápido
S1009,P007,Cheeseburger,Burger,2,8.9,17.8,MCD001,McDonald's Av. Paulista,2025-11-26 12:45:00,EMP04,C001,Takeaway,55.2,0.0,3.86,59.06,Mobile Wallet,4,Cheeseburger,Burger,8.9,McDonald's Av. Paulista,São Paulo,SP,BR,2005-06-15,João Silva,+55 11 99999-0001,joao.silva@example.com,True,PMT2009,Mobile Wallet,59.06,Paid,A3009,MCD001,EMP04,2025-11-26 12:35:00,2025-11-26 13:00:00,1500,5,Entregue rápido
S1009,P003,McNuggets 6pcs,Sides,1,12.0,12.0,MCD001,McDonald's Av. Paulista,2025-11-26 12:45:00,EMP04,C001,Takeaway,55.2,0.0,3.86,59.06,Mobile Wallet,4,McNuggets 6pcs,Sides,12.0,McDonald's Av. Paulista,São Paulo,SP,BR,2005-06-15,João Silva,+55 11 99999-0001,joao.silva@example.com,True,PMT2009,Mobile Wallet,59.06,Paid,A3009,MCD001,EMP04,2025-11-26 12:35:00,2025-11-26 13:00:00,1500,5,Entregue rápido
S1009,P009,Salada Caesar,Salad,1,14.9,14.9,MCD001,McDonald's Av. Paulista,2025-11-26 12:45:00,EMP04,C001,Takeaway,55.2,0.0,3.86,59.06,Mobile Wallet,4,Salada Caesar,Salad,14.9,McDonald's Av. Paulista,São Paulo,SP,BR,2005-06-15,João Silva,+55 11 99999-0001,joao.silva@example.com,True,PMT2009,Mobile Wallet,59.06,Paid,A3009,MCD001,EMP04,2025-11-26 12:35:00,2025-11-26 13:00:00,1500,5,Entregue rápido
S1010,P010,Água 500ml,Beverage,2,4.5,9.0,MCD003,McDonald's Campinas Centro,2025-11-18 15:45:00,EMP02,C003,Takeaway,24.5,2.45,1.54,23.59,Mobile Wallet,3,Água 500ml,Beverage,4.5,McDonald's Campinas Centro,Campinas,SP,BR,2012-09-20,Carlos Pereira,+55 19 97777-0003,carlos.pereira@example.com,True,PMT2010,Mobile Wallet,23.59,Paid,A3010,MCD003,EMP02,2025-11-18 15:39:00,2025-11-18 15:58:00,1140,4,Cliente pediu nota fiscal
S1010,P004,Batata Média,Sides,1,9.5,9.5,MCD003,McDonald's Campinas Centro,2025-11-18 15:45:00,EMP02,C003,Takeaway,24.5,2.45,1.54,23.59,Mobile Wallet,3,Batata Média,Sides,9.5,McDonald's Campinas Centro,Campinas,SP,BR,2012-09-20,Carlos Pereira,+55 19 97777-0003,carlos.pereira@example.com,True,PMT2010,Mobile Wallet,23.59,Paid,A3010,MCD003,EMP02,2025-11-18 15:39:00,2025-11-18 15:58:00,1140,4,Cliente pediu nota fiscal
S1010,P005,Coca-Cola 350ml,Beverage,1,6.0,6.0,MCD003,McDonald's Campinas Centro,2025-11-18 15:45:00,EMP02,C003,Takeaway,24.5,2.45,1.54,23.59,Mobile Wallet,3,Coca-Cola 350ml,Beverage,6.0,McDonald's Campinas Centro,Campinas,SP,BR,2012-09-20,Carlos Pereira,+55 19 97777-0003,carlos.pereira@example.com,True,PMT2010,Mobile Wallet,23.59,Paid,A3010,MCD003,EMP02,2025-11-18 15:39:00,2025-11-18 15:58:00,1140,4,Cliente pediu nota fiscal
S1011,P002,McChicken,Burger,1,18.5,18.5,MCD002,McDonald's Shopping Iguatemi,2025-11-19 16:35:00,EMP05,,Drive-thru,18.5,0.0,1.3,19.8,PIX,1,McChicken,Burger,18.5,McDonald's Shopping Iguatemi,São Paulo,SP,BR,2010-03-01,,,,False,PMT2011,PIX,19.8,Paid,A3011,MCD002,EMP05,2025-11-19 16:33:00,2025-11-19 16:39:00,360,2,Entregue rápido
S1012,P007,Cheeseburger,Burger,1,8.9,8.9,MCD001,McDonald's Av. Paulista,2025-11-20 11:35:00,EMP05,C004,Drive-thru,8.9,0.0,0.62,9.52,Cash,1,Cheeseburger,Burger,8.9,McDonald's Av. Paulista,São Paulo,SP,BR,2005-06-15,Ana Oliveira,+55 11 96666-0004,ana.oliveira@example.com,False,PMT2012,Cash,9.52,Paid,A3012,MCD001,EMP05,2025-11-20 11:25:00,2025-11-20 11:50:00,1500,5,Pequeno atraso
S1013,P007,Cheeseburger,Burger,2,8.9,17.8,MCD002,McDonald's Shopping Iguatemi,2025-11-25 13:40:00,EMP05,C003,Delivery,86.7,0.0,6.07,92.77,PIX,4,Cheeseburger,Burger,8.9,McDonald's Shopping Iguatemi,São Paulo,SP,BR,2010-03-01,Carlos Pereira,+55 19 97777-0003,carlos.pereira@example.com,True,PMT2013,PIX,92.77,Paid,A3013,MCD002,EMP05,2025-11-25 13:33:00,2025-11-25 13:50:00,1020,3,Pequeno atraso
S1013,P002,McChicken,Burger,2,18.5,37.0,MCD002,McDonald's Shopping Iguatemi,2025-11-25 13:40:00,EMP05,C003,Delivery,86.7,0.0,6.07,92.77,PIX,4,McChicken,Burger,18.5,McDonald's Shopping Iguatemi,São Paulo,SP,BR,2010-03-01,Carlos Pereira,+55 19 97777-0003,carlos.pereira@example.com,True,PMT2013,PIX,92.77,Paid,A3013,MCD002,EMP05,2025-11-25 13:33:00,2025-11-25 13:50:00,1020,3,Pequeno atraso
S1013,P008,Happy Meal,Kids,1,19.9,19.9,MCD002,McDonald's Shopping Iguatemi,2025-11-25 13:40:00,EMP05,C003,Delivery,86.7,0.0,6.07,92.77,PIX,4,Happy Meal,Kids,19.9,McDonald's Shopping Iguatemi,São Paulo,SP,BR,2010-03-01,Carlos Pereira,+55 19 97777-0003,carlos.pereira@example.com,True,PMT2013,PIX,92.77,Paid,A3013,MCD002,EMP05,2025-11-25 13:33:00,2025-11-25 13:50:00,1020,3,Pequeno atraso
S1013,P003,McNuggets 6pcs,Sides,1,12.0,12.0,MCD002,McDonald's Shopping Iguatemi,2025-11-25 13:40:00,EMP05,C003,Delivery,86.7,0.0,6.07,92.77,PIX,4,McNuggets 6pcs,Sides,12.0,McDonald's Shopping Iguatemi,São Paulo,SP,BR,2010-03-01,Carlos Pereira,+55 19 97777-0003,carlos.pereira@example.com,True,PMT2013,PIX,92.77,Paid,A3013,MCD002,EMP05,2025-11-25 13:33:00,2025-11-25 13:50:00,1020,3,Pequeno atraso
S1014,P005,Coca-Cola 350ml,Beverage,1,6.0,6.0,MCD002,McDonald's Shopping Iguatemi,2025-11-18 14:35:00,EMP01,C002,Dine-in,25.9,0.0,1.81,27.71,Mobile Wallet,2,Coca-Cola 350ml,Beverage,6.0,McDonald's Shopping Iguatemi,São Paulo,SP,BR,2010-03-01,Mariana Costa,+55 11 98888-0002,mariana.costa@example.com,False,PMT2014,Mobile Wallet,27.71,Paid,A3014,MCD002,EMP01,2025-11-18 14:33:00,2025-11-18 14:41:00,480,5,OK
S1014,P008,Happy Meal,Kids,1,19.9,19.9,MCD002,McDonald's Shopping Iguatemi,2025-11-18 14:35:00,EMP01,C002,Dine-in,25.9,0.0,1.81,27.71,Mobile Wallet,2,Happy Meal,Kids,19.9,McDonald's Shopping Iguatemi,São Paulo,SP,BR,2010-03-01,Mariana Costa,+55 11 98888-0002,mariana.costa@example.com,False,PMT2014,Mobile Wallet,27.71,Paid,A3014,MCD002,EMP01,2025-11-18 14:33:00,2025-11-18 14:41:00,480,5,OK
S1015,P005,Coca-Cola 350ml,Beverage,1,6.0,6.0,MCD002,McDonald's Shopping Iguatemi,2025-11-22 13:00:00,EMP02,C004,Dine-in,46.8,0.0,3.28,50.08,PIX,4,Coca-Cola 350ml,Beverage,6.0,McDonald's Shopping Iguatemi,São Paulo,SP,BR,2010-03-01,Ana Oliveira,+55 11 96666-0004,ana.oliveira@example.com,False,PMT2015,PIX,50.08,Paid,A3015,MCD002,EMP02,2025-11-22 12:55:00,2025-11-22 13:15:00,1200,5,Pequeno atraso
S1015,P002,McChicken,Burger,1,18.5,18.5,MCD002,McDonald's Shopping Iguatemi,2025-11-22 13:00:00,EMP02,C004,Dine-in,46.8,0.0,3.28,50.08,PIX,4,McChicken,Burger,18.5,McDonald's Shopping Iguatemi,São Paulo,SP,BR,2010-03-01,Ana Oliveira,+55 11 96666-0004,ana.oliveira@example.com,False,PMT2015,PIX,50.08,Paid,A3015,MCD002,EMP02,2025-11-22 12:55:00,2025-11-22 13:15:00,1200,5,Pequeno atraso
S1015,P007,Cheeseburger,Burger,2,8.9,17.8,MCD002,McDonald's Shopping Iguatemi,2025-11-22 13:00:00,EMP02,C004,Dine-in,46.8,0.0,3.28,50.08,PIX,4,Cheeseburger,Burger,8.9,McDonald's Shopping Iguatemi,São Paulo,SP,BR,2010-03-01,Ana Oliveira,+55 11 96666-0004,ana.oliveira@example.com,False,PMT2015,PIX,50.08,Paid,A3015,MCD002,EMP02,2025-11-22 12:55:00,2025-11-22 13:15:00,1200,5,Pequeno atraso
S1015,P010,Água 500ml,Beverage,1,4.5,4.5,MCD002,McDonald's Shopping Iguatemi,2025-11-22 13:00:00,EMP02,C004,Dine-in,46.8,0.0,3.28,50.08,PIX,4,Água 500ml,Beverage,4.5,McDonald's Shopping Iguatemi,São Paulo,SP,BR,2010-03-01,Ana Oliveira,+55 11 96666-0004,ana.oliveira@example.com,False,PMT2015,PIX,50.08,Paid,A3015,MCD002,EMP02,2025-11-22 12:55:00,2025-11-22 13:15:00,1200,5,Pequeno atraso
S1016,P009,Salada Caesar,Salad,1,14.9,14.9,MCD001,McDonald's Av. Paulista,2025-11-20 12:30:00,EMP06,C001,Takeaway,60.3,0.0,4.22,64.52,Cash,4,Salada Caesar,Salad,14.9,McDonald's Av. Paulista,São Paulo,SP,BR,2005-06-15,João Silva,+55 11 99999-0001,joao.silva@example.com,True,PMT2016,Cash,64.52,Paid,A3016,MCD001,EMP06,2025-11-20 12:22:00,2025-11-20 12:44:00,1320,5,OK
S1016,P003,McNuggets 6pcs,Sides,1,12.0,12.0,MCD001,McDonald's Av. Paulista,2025-11-20 12:30:00,EMP06,C001,Takeaway,60.3,0.0,4.22,64.52,Cash,4,McNuggets 6pcs,Sides,12.0,McDonald's Av. Paulista,São Paulo,SP,BR,2005-06-15,João Silva,+55 11 99999-0001,joao.silva@example.com,True,PMT2016,Cash,64.52,Paid,A3016,MCD001,EMP06,2025-11-20 12:22:00,2025-11-20 12:44:00,1320,5,OK
S1016,P006,McFlurry Oreo,Dessert,1,10.5,10.5,MCD001,McDonald's Av. Paulista,2025-11-20 12:30:00,EMP06,C001,Takeaway,60.3,0.0,4.22,64.52,Cash,4,McFlurry Oreo,Dessert,10.5,McDonald's Av. Paulista,São Paulo,SP,BR,2005-06-15,João Silva,+55 11 99999-0001,joao.silva@example.com,True,PMT2016,Cash,64.52,Paid,A3016,MCD001,EMP06,2025-11-20 12:22:00,2025-11-20 12:44:00,1320,5,OK
S1016,P001,Big Mac,Burger,1,22.9,22.9,MCD001,McDonald's Av. Paulista,2025-11-20 12:30:00,EMP06,C001,Takeaway,60.3,0.0,4.22,64.52,Cash,4,Big Mac,Burger,22.9,McDonald's Av. Paulista,São Paulo,SP,BR,2005-06-15,João Silva,+55 11 99999-0001,joao.silva@example.com,True,PMT2016,Cash,64.52,Paid,A3016,MCD001,EMP06,2025-11-20 12:22:00,2025-11-20 12:44:00,1320,5,OK
S1017,P007,Cheeseburger,Burger,1,8.9,8.9,MCD002,McDonald's Shopping Iguatemi,2025-11-20 14:35:00,EMP05,C003,Takeaway,46.8,0.0,3.28,50.08,Voucher,4,Cheeseburger,Burger,8.9,McDonald's Shopping Iguatemi,São Paulo,SP,BR,2010-03-01,Carlos Pereira,+55 19 97777-0003,carlos.pereira@example.com,True,PMT2017,Voucher,50.08,Paid,A3017,MCD002,EMP05,2025-11-20 14:32:00,2025-11-20 14:38:00,360,4,Refeição substituída
S1017,P010,Água 500ml,Beverage,1,4.5,4.5,MCD002,McDonald's Shopping Iguatemi,2025-11-20 14:35:00,EMP05,C003,Takeaway,46.8,0.0,3.28,50.08,Voucher,4,Água 500ml,Beverage,4.5,McDonald's Shopping Iguatemi,São Paulo,SP,BR,2010-03-01,Carlos Pereira,+55 19 97777-0003,carlos.pereira@example.com,True,PMT2017,Voucher,50.08,Paid,A3017,MCD002,EMP05,2025-11-20 14:32:00,2025-11-20 14:38:00,360,4,Refeição substituída
S1017,P009,Salada Caesar,Salad,1,14.9,14.9,MCD002,McDonald's Shopping Iguatemi,2025-11-20 14:35:00,EMP05,C003,Takeaway,46.8,0.0,3.28,50.08,Voucher,4,Salada Caesar,Salad,14.9,McDonald's Shopping Iguatemi,São Paulo,SP,BR,2010-03-01,Carlos Pereira,+55 19 97777-0003,carlos.pereira@example.com,True,PMT2017,Voucher,50.08,Paid,A3017,MCD002,EMP05,2025-11-20 14:32:00,2025-11-20 14:38:00,360,4,Refeição substituída
S1017,P002,McChicken,Burger,1,18.5,18.5,MCD002,McDonald's Shopping Iguatemi,2025-11-20 14:35:00,EMP05,C003,Takeaway,46.8,0.0,3.28,50.08,Voucher,4,McChicken,Burger,18.5,McDonald's Shopping Iguatemi,São Paulo,SP,BR,2010-03-01,Carlos Pereira,+55 19 97777-0003,carlos.pereira@example.com,True,PMT2017,Voucher,50.08,Paid,A3017,MCD002,EMP05,2025-11-20 14:32:00,2025-11-20 14:38:00,360,4,Refeição substituída
S1018,P002,McChicken,Burger,1,18.5,18.5,MCD001,McDonald's Av. Paulista,2025-11-17 12:35:00,EMP02,C001,Takeaway,62.2,0.0,4.35,66.55,Card - Credit,4,McChicken,Burger,18.5,McDonald's Av. Paulista,São Paulo,SP,BR,2005-06-15,João Silva,+55 11 99999-0001,joao.silva@example.com,True,PMT2018,Card - Credit,66.55,Paid,A3018,MCD001,EMP02,2025-11-17 12:26:00,2025-11-17 12:42:00,960,5,Refeição substituída
S1018,P008,Happy Meal,Kids,1,19.9,19.9,MCD001,McDonald's Av. Paulista,2025-11-17 12:35:00,EMP02,C001,Takeaway,62.2,0.0,4.35,66.55,Card - Credit,4,Happy Meal,Kids,19.9,McDonald's Av. Paulista,São Paulo,SP,BR,2005-06-15,João Silva,+55 11 99999-0001,joao.silva@example.com,True,PMT2018,Card - Credit,66.55,Paid,A3018,MCD001,EMP02,2025-11-17 12:26:00,2025-11-17 12:42:00,960,5,Refeição substituída
S1018,P007,Cheeseburger,Burger,1,8.9,8.9,MCD001,McDonald's Av. Paulista,2025-11-17 12:35:00,EMP02,C001,Takeaway,62.2,0.0,4.35,66.55,Card - Credit,4,Cheeseburger,Burger,8.9,McDonald's Av. Paulista,São Paulo,SP,BR,2005-06-15,João Silva,+55 11 99999-0001,joao.silva@example.com,True,PMT2018,Card - Credit,66.55,Paid,A3018,MCD001,EMP02,2025-11-17 12:26:00,2025-11-17 12:42:00,960,5,Refeição substituída
S1018,P009,Salada Caesar,Salad,1,14.9,14.9,MCD001,McDonald's Av. Paulista,2025-11-17 12:35:00,EMP02,C001,Takeaway,62.2,0.0,4.35,66.55,Card - Credit,4,Salada Caesar,Salad,14.9,McDonald's Av. Paulista,São Paulo,SP,BR,2005-06-15,João Silva,+55 11 99999-0001,joao.silva@example.com,True,PMT2018,Card - Credit,66.55,Paid,A3018,MCD001,EMP02,2025-11-17 12:26:00,2025-11-17 12:42:00,960,5,Refeição substituída
S1019,P009,Salada Caesar,Salad,1,14.9,14.9,MCD001,McDonald's Av. Paulista,2025-11-24 13:35:00,EMP03,,Dine-in,14.9,0.0,1.04,15.94,Voucher,1,Salada Caesar,Salad,14.9,McDonald's Av. Paulista,São Paulo,SP,BR,2005-06-15,,,,False,PMT2019,Voucher,15.94,Paid,A3019,MCD001,EMP03,2025-11-24 13:33:00,2025-11-24 13:49:00,960,5,OK
